iteration,n_rounds,skill_ids,skill_names,t_start,t_end
378,15,"[2, 2, 0, 2, 1, 0, 1, 1, 3, 2, 3, 4, 2, 4, 4]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""turn_right"", ""decelerate"", ""accelerate"", ""decelerate"", ""cruise"", ""accelerate"", ""cruise"", ""cruise""]","[0, 11, 12, 26, 27, 38, 52, 63, 75, 91, 111, 130, 150, 170, 190]","[11, 12, 26, 27, 38, 52, 63, 75, 91, 111, 130, 150, 170, 190, 200]"
379,4,"[2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 11, 12, 13]","[11, 12, 13, 27]"
380,12,"[4, 4, 2, 0, 0, 0, 4, 4, 0, 0, 0, 4]","[""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise""]","[0, 20, 40, 60, 77, 92, 107, 127, 147, 160, 175, 195]","[20, 40, 60, 77, 92, 107, 127, 147, 160, 175, 195, 200]"
381,27,"[0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3]","[""turn_left"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""decelerate""]","[0, 10, 21, 39, 40, 41, 42, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 85, 86, 87]","[10, 21, 39, 40, 41, 42, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 85, 86, 87, 97]"
382,15,"[0, 2, 1, 2, 2, 2, 2, 0, 2, 2, 4, 2, 2, 2, 1]","[""turn_left"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 6, 21, 33, 35, 36, 37, 38, 50, 51, 52, 72, 73, 74, 75]","[6, 21, 33, 35, 36, 37, 38, 50, 51, 52, 72, 73, 74, 75, 84]"
383,19,"[0, 0, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 1, 3]","[""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""decelerate""]","[0, 4, 8, 28, 42, 43, 44, 45, 46, 47, 59, 60, 61, 71, 72, 73, 74, 75, 87]","[4, 8, 28, 42, 43, 44, 45, 46, 47, 59, 60, 61, 71, 72, 73, 74, 75, 87, 101]"
384,24,"[0, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4]","[""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise""]","[0, 5, 9, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 54, 55, 56, 57]","[5, 9, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 54, 55, 56, 57, 75]"
385,13,"[2, 2, 2, 2, 0, 1, 2, 2, 2, 4, 4, 4, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""turn_left""]","[0, 12, 13, 14, 15, 26, 38, 39, 40, 41, 61, 81, 101]","[12, 13, 14, 15, 26, 38, 39, 40, 41, 61, 81, 101, 110]"
386,22,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 0, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""cruise""]","[0, 20, 22, 23, 24, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 58, 59, 60, 61, 62, 75]","[20, 22, 23, 24, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 58, 59, 60, 61, 62, 75, 93]"
387,21,"[0, 0, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 0, 2, 4, 3, 2, 1, 1, 4, 4]","[""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""accelerate"", ""cruise"", ""decelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise""]","[0, 4, 8, 28, 43, 54, 55, 56, 57, 68, 69, 80, 81, 90, 91, 111, 125, 145, 159, 172, 192]","[4, 8, 28, 43, 54, 55, 56, 57, 68, 69, 80, 81, 90, 91, 111, 125, 145, 159, 172, 192, 200]"
388,22,"[2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 2, 3, 4, 4, 2, 1, 4, 0, 4, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""decelerate"", ""cruise"", ""cruise"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_left"", ""cruise"", ""turn_left""]","[0, 9, 10, 11, 12, 13, 14, 25, 26, 27, 28, 40, 41, 42, 62, 82, 102, 121, 135, 155, 172, 192]","[9, 10, 11, 12, 13, 14, 25, 26, 27, 28, 40, 41, 42, 62, 82, 102, 121, 135, 155, 172, 192, 200]"
389,32,"[2, 0, 2, 2, 1, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate""]","[0, 20, 31, 35, 36, 48, 50, 51, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94]","[20, 31, 35, 36, 48, 50, 51, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95]"
390,28,"[2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""decelerate""]","[0, 13, 14, 23, 24, 33, 34, 35, 36, 37, 38, 39, 40, 41, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 78, 79, 80, 81]","[13, 14, 23, 24, 33, 34, 35, 36, 37, 38, 39, 40, 41, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 78, 79, 80, 81, 92]"
391,15,"[2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 4, 1, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 12, 13, 14, 34, 41, 42, 43, 44, 55, 56, 68, 88, 103, 123]","[12, 13, 14, 34, 41, 42, 43, 44, 55, 56, 68, 88, 103, 123, 130]"
392,14,"[1, 2, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 4]","[""turn_right"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise""]","[0, 5, 25, 45, 58, 67, 74, 94, 114, 128, 143, 158, 174, 194]","[5, 25, 45, 58, 67, 74, 94, 114, 128, 143, 158, 174, 194, 200]"
393,26,"[0, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1]","[""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right""]","[0, 5, 22, 23, 24, 25, 26, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 63, 64, 75, 76]","[5, 22, 23, 24, 25, 26, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 63, 64, 75, 76, 81]"
394,23,"[2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_right"", ""cruise""]","[0, 20, 21, 22, 23, 35, 36, 37, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 80, 95]","[20, 21, 22, 23, 35, 36, 37, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 80, 95, 110]"
395,14,"[1, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 4, 4, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""cruise"", ""cruise"", ""cruise""]","[0, 5, 25, 29, 30, 44, 54, 74, 94, 114, 134, 147, 167, 187]","[5, 25, 29, 30, 44, 54, 74, 94, 114, 134, 147, 167, 187, 200]"
396,16,"[2, 2, 2, 1, 0, 2, 0, 0, 4, 4, 4, 1, 0, 4, 4, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left""]","[0, 10, 11, 12, 18, 38, 45, 57, 68, 88, 108, 128, 142, 154, 174, 194]","[10, 11, 12, 18, 38, 45, 57, 68, 88, 108, 128, 142, 154, 174, 194, 200]"
397,19,"[2, 0, 1, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 4, 4, 4, 4, 2]","[""accelerate"", ""turn_left"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""accelerate""]","[0, 10, 16, 24, 44, 45, 46, 47, 60, 61, 72, 83, 94, 105, 118, 138, 158, 178, 198]","[10, 16, 24, 44, 45, 46, 47, 60, 61, 72, 83, 94, 105, 118, 138, 158, 178, 198, 200]"
398,13,"[2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise""]","[0, 11, 12, 13, 14, 15, 29, 46, 59, 72, 87, 101, 121]","[11, 12, 13, 14, 15, 29, 46, 59, 72, 87, 101, 121, 126]"
399,7,"[2, 2, 2, 2, 2, 2, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 11, 12, 13, 14, 15, 16]","[11, 12, 13, 14, 15, 16, 25]"
400,14,"[1, 2, 2, 0, 0, 0, 0, 4, 0, 4, 4, 1, 4, 4]","[""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 5, 23, 24, 36, 50, 66, 83, 103, 115, 135, 155, 169, 189]","[5, 23, 24, 36, 50, 66, 83, 103, 115, 135, 155, 169, 189, 200]"
401,6,"[2, 2, 2, 2, 0, 1]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right""]","[0, 11, 12, 13, 14, 25]","[11, 12, 13, 14, 25, 31]"
402,6,"[2, 2, 2, 2, 0, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left""]","[0, 11, 12, 13, 14, 22]","[11, 12, 13, 14, 22, 30]"
403,7,"[2, 2, 2, 2, 2, 2, 0]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_left""]","[0, 11, 12, 13, 14, 15, 16]","[11, 12, 13, 14, 15, 16, 25]"
404,15,"[1, 1, 2, 2, 0, 0, 4, 0, 0, 1, 4, 4, 4, 4, 4]","[""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 5, 9, 26, 27, 39, 53, 73, 89, 107, 119, 139, 159, 179, 199]","[5, 9, 26, 27, 39, 53, 73, 89, 107, 119, 139, 159, 179, 199, 200]"
405,13,"[1, 0, 2, 0, 0, 0, 4, 4, 0, 4, 4, 4, 4]","[""turn_right"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 5, 11, 29, 43, 56, 72, 92, 112, 124, 144, 164, 184]","[5, 11, 29, 43, 56, 72, 92, 112, 124, 144, 164, 184, 200]"
406,15,"[2, 2, 2, 4, 2, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 12, 13, 33, 36, 49, 62, 74, 87, 107, 127, 147, 167, 187]","[11, 12, 13, 33, 36, 49, 62, 74, 87, 107, 127, 147, 167, 187, 200]"
407,15,"[2, 1, 0, 2, 2, 0, 0, 0, 0, 4, 4, 4, 1, 4, 4]","[""accelerate"", ""turn_right"", ""turn_left"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 11, 18, 38, 48, 49, 62, 74, 86, 98, 118, 138, 158, 173, 193]","[11, 18, 38, 48, 49, 62, 74, 86, 98, 118, 138, 158, 173, 193, 200]"
408,14,"[2, 1, 0, 0, 0, 4, 4, 1, 0, 1, 4, 0, 4, 4]","[""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""turn_right"", ""turn_left"", ""turn_right"", ""cruise"", ""turn_left"", ""cruise"", ""cruise""]","[0, 11, 17, 37, 57, 77, 97, 117, 123, 130, 136, 156, 163, 183]","[11, 17, 37, 57, 77, 97, 117, 123, 130, 136, 156, 163, 183, 200]"
409,16,"[2, 2, 2, 2, 1, 1, 0, 4, 0, 0, 0, 4, 4, 4, 1, 4]","[""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""cruise""]","[0, 11, 12, 13, 14, 22, 36, 50, 70, 83, 96, 109, 129, 149, 169, 185]","[11, 12, 13, 14, 22, 36, 50, 70, 83, 96, 109, 129, 149, 169, 185, 200]"
410,11,"[2, 0, 2, 2, 4, 0, 2, 4, 4, 4, 1]","[""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_left"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""turn_right""]","[0, 11, 18, 24, 25, 45, 58, 59, 79, 99, 119]","[11, 18, 24, 25, 45, 58, 59, 79, 99, 119, 133]"
411,3,"[2, 2, 4]","[""accelerate"", ""accelerate"", ""cruise""]","[0, 11, 12]","[11, 12, 25]"
412,15,"[2, 2, 0, 2, 1, 1, 2, 1, 1, 4, 4, 4, 4, 4, 0]","[""accelerate"", ""accelerate"", ""turn_left"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""turn_left""]","[0, 14, 15, 22, 23, 36, 49, 51, 65, 80, 100, 120, 140, 160, 180]","[14, 15, 22, 23, 36, 49, 51, 65, 80, 100, 120, 140, 160, 180, 200]"
413,15,"[4, 2, 2, 1, 2, 1, 3, 2, 1, 2, 4, 4, 4, 4, 4]","[""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""decelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 36, 37, 50, 51, 62, 78, 96, 106, 107, 127, 147, 167, 187]","[20, 36, 37, 50, 51, 62, 78, 96, 106, 107, 127, 147, 167, 187, 200]"
414,16,"[2, 0, 3, 2, 2, 2, 2, 1, 1, 4, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""turn_left"", ""decelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 11, 19, 32, 49, 50, 51, 52, 65, 76, 96, 116, 136, 156, 176, 196]","[11, 19, 32, 49, 50, 51, 52, 65, 76, 96, 116, 136, 156, 176, 196, 200]"
415,16,"[4, 4, 2, 0, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1]","[""cruise"", ""cruise"", ""accelerate"", ""turn_left"", ""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""accelerate"", ""turn_right""]","[0, 20, 40, 53, 67, 68, 69, 89, 90, 103, 104, 105, 106, 107, 108, 109]","[20, 40, 53, 67, 68, 69, 89, 90, 103, 104, 105, 106, 107, 108, 109, 115]"
416,9,"[2, 2, 4, 1, 4, 2, 4, 4, 4]","[""accelerate"", ""accelerate"", ""cruise"", ""turn_right"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise""]","[0, 12, 13, 33, 45, 65, 66, 86, 106]","[12, 13, 33, 45, 65, 66, 86, 106, 121]"
417,11,"[1, 2, 1, 0, 1, 0, 0, 0, 0, 2, 0]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left""]","[0, 4, 24, 44, 64, 84, 104, 124, 144, 164, 180]","[4, 24, 44, 64, 84, 104, 124, 144, 164, 180, 190]"
418,3,"[2, 1, 0]","[""accelerate"", ""turn_right"", ""turn_left""]","[0, 20, 28]","[20, 28, 42]"
419,11,"[2, 1, 1, 1, 1, 1, 2, 4, 4, 4, 4]","[""accelerate"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 60, 80, 100, 120, 133, 153, 173, 193]","[20, 40, 60, 80, 100, 120, 133, 153, 173, 193, 200]"
420,14,"[2, 1, 2, 2, 1, 2, 1, 1, 4, 4, 4, 4, 4, 4]","[""accelerate"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 38, 42, 43, 59, 60, 75, 89, 109, 129, 149, 169, 189]","[20, 38, 42, 43, 59, 60, 75, 89, 109, 129, 149, 169, 189, 200]"
421,15,"[2, 2, 4, 2, 2, 1, 2, 0, 1, 4, 2, 4, 4, 4, 4]","[""accelerate"", ""accelerate"", ""cruise"", ""accelerate"", ""accelerate"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_right"", ""cruise"", ""accelerate"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 21, 41, 42, 43, 57, 58, 72, 85, 105, 106, 126, 146, 166]","[20, 21, 41, 42, 43, 57, 58, 72, 85, 105, 106, 126, 146, 166, 171]"
422,8,"[1, 2, 1, 1, 0, 0, 0, 1]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_right""]","[0, 6, 26, 43, 61, 81, 101, 121]","[6, 26, 43, 61, 81, 101, 121, 123]"
423,8,"[1, 2, 2, 0, 1, 4, 0, 0]","[""turn_right"", ""accelerate"", ""accelerate"", ""turn_left"", ""turn_right"", ""cruise"", ""turn_left"", ""turn_left""]","[0, 6, 26, 27, 47, 60, 80, 100]","[6, 26, 27, 47, 60, 80, 100, 108]"
424,12,"[4, 2, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0]","[""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left""]","[0, 20, 39, 58, 77, 97, 109, 128, 146, 162, 177, 191]","[20, 39, 58, 77, 97, 109, 128, 146, 162, 177, 191, 200]"
425,12,"[2, 1, 0, 0, 0, 4, 0, 0, 0, 0, 4, 4]","[""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise""]","[0, 20, 33, 50, 67, 85, 105, 122, 139, 155, 170, 190]","[20, 33, 50, 67, 85, 105, 122, 139, 155, 170, 190, 200]"
426,14,"[1, 1, 2, 0, 0, 1, 2, 0, 1, 0, 4, 4, 0, 4]","[""turn_right"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_right"", ""accelerate"", ""turn_left"", ""turn_right"", ""turn_left"", ""cruise"", ""cruise"", ""turn_left"", ""cruise""]","[0, 5, 9, 24, 41, 58, 69, 72, 89, 100, 117, 137, 157, 173]","[5, 9, 24, 41, 58, 69, 72, 89, 100, 117, 137, 157, 173, 182]"
427,11,"[1, 1, 1, 2, 2, 1, 4, 0, 0, 2, 1]","[""turn_right"", ""turn_right"", ""turn_right"", ""accelerate"", ""accelerate"", ""turn_right"", ""cruise"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_right""]","[0, 5, 9, 16, 29, 30, 42, 62, 78, 94, 95]","[5, 9, 16, 29, 30, 42, 62, 78, 94, 95, 102]"
428,13,"[1, 1, 2, 4, 0, 0, 0, 4, 4, 4, 1, 4, 4]","[""turn_right"", ""turn_right"", ""accelerate"", ""cruise"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""turn_right"", ""cruise"", ""cruise""]","[0, 5, 9, 24, 44, 60, 76, 92, 112, 132, 152, 167, 187]","[5, 9, 24, 44, 60, 76, 92, 112, 132, 152, 167, 187, 189]"
429,13,"[1, 4, 2, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4]","[""turn_right"", ""cruise"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 5, 25, 40, 55, 71, 87, 103, 123, 139, 159, 179, 199]","[5, 25, 40, 55, 71, 87, 103, 123, 139, 159, 179, 199, 200]"
430,14,"[1, 2, 1, 0, 0, 2, 0, 0, 0, 4, 0, 4, 0, 4]","[""turn_right"", ""accelerate"", ""turn_right"", ""turn_left"", ""turn_left"", ""accelerate"", ""turn_left"", ""turn_left"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise"", ""turn_left"", ""cruise""]","[0, 5, 22, 33, 48, 63, 64, 79, 95, 110, 130, 145, 165, 181]","[5, 22, 33, 48, 63, 64, 79, 95, 110, 130, 145, 165, 181, 200]"
431,13,"[4, 2, 2, 2, 4, 1, 2, 1, 4, 4, 4, 4, 4]","[""cruise"", ""accelerate"", ""accelerate"", ""accelerate"", ""cruise"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 20, 40, 44, 45, 65, 84, 86, 100, 120, 140, 160, 180]","[20, 40, 44, 45, 65, 84, 86, 100, 120, 140, 160, 180, 200]"
432,13,"[0, 1, 2, 1, 1, 2, 1, 4, 4, 4, 4, 4, 4]","[""turn_left"", ""turn_right"", ""accelerate"", ""turn_right"", ""turn_right"", ""accelerate"", ""turn_right"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise"", ""cruise""]","[0, 6, 14, 34, 50, 66, 71, 84, 104, 124, 144, 164, 184]","[6, 14, 34, 50, 66, 71, 84, 104, 124, 144, 164, 184, 200]"
